geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,NSCLC,SCLC
LYN,66.48532018,0.736510681,0.298460373,2.467700061,0.013598421,0.388359204,0,0
PIP5K1B,14.92091221,0.965954927,0.391850603,2.465110221,0.013697111,0.389780645,0,0
NDUFC2-KCTD14,1.205554395,2.482058928,1.007627272,2.463270892,0.013767585,,0,0
PLA2G4F,3.691178111,0.855770144,0.347559725,2.462224711,0.013807813,,0,0
MYO10,27.27429995,0.702948332,0.285726936,2.460210232,0.013885565,0.392936074,0,0
CISD1,4.265102582,0.560493817,0.227866831,2.459742893,0.013903658,,0,0
ABCC1,32.70805959,0.684084121,0.278120697,2.459666355,0.013906623,0.392936074,0,0
ZNF25,3.787951934,-0.405748996,0.16505878,-2.458209106,0.013963185,,0,0
ACTN4,36.93242856,0.323166305,0.131484567,2.457826892,0.013978053,0.39355876,0,0
PYCRL,1.62906616,0.765297776,0.311582998,2.456160259,0.014043052,,0,0
FASN,27.76080198,0.626463957,0.255149473,2.455282185,0.014077404,0.394960391,0,0
ORM1,1.334385704,1.865081499,0.760529212,2.452346957,0.014192774,,0,0
STXBP6,4.660837806,1.469487902,0.600006219,2.449121118,0.014320528,,0,0
YES1,11.71212111,0.435998356,0.178143166,2.447460475,0.01438669,0.402221575,0,0
PHKB,51.25406155,-0.468080283,0.191542656,-2.443739128,0.014535933,0.403779988,0,0
CAV1,17.2327912,0.661073202,0.27060084,2.442982816,0.014566431,0.403779988,0,0
BMPR1B,3.930703044,1.714436062,0.70191211,2.442522414,0.014585024,,0,0
PRH2,1.163482291,-0.84332325,0.345616691,-2.440053597,0.014685083,,0,0
CFLAR,89.42816201,0.519616672,0.212972665,2.439827997,0.014694256,0.403779988,0,0
DPY19L1P1,13.44648875,-0.620555309,0.254345134,-2.439815923,0.014694748,0.403779988,0,0
HSPA4,16.3092053,-0.37552243,0.153915891,-2.439789858,0.014695808,0.403779988,0,0
CHERP,3.903661913,0.443665715,0.181915214,2.438859863,0.014733681,,0,0
BRIX1,9.167125907,0.429760691,0.176371242,2.436682345,0.014822694,0.405866756,0,0
ATG2A,5.273599349,0.469991438,0.193290887,2.431524039,0.015035451,0.410282431,0,0
ANO1,4.320013624,-0.578126844,0.237797212,-2.431175871,0.015049907,,0,0
LOC285419,3.404249553,2.381523255,0.979618871,2.431071233,0.015054255,,0,0
SOD3,3.656865738,0.721221929,0.29675954,2.430324329,0.015085317,,0,0
C3ORF75,1.684069544,0.947045879,0.389861527,2.429185268,0.015132797,,0,0
PTPRK,116.7189123,0.744324876,0.306490865,2.428538532,0.015159814,0.41226416,0,0
TOP1MT,4.563509033,0.473864774,0.195228313,2.427233875,0.015214444,,0,0
LOC100129361,2.57671867,0.679889683,0.280219651,2.426274107,0.015254744,,0,0
C9ORF64,2.328304244,0.533705136,0.220084069,2.425005769,0.015308144,,0,0
MKRN2,3.118033052,0.4632873,0.191259914,2.422291691,0.015422965,,0,0
NR6A1,29.99078142,0.643320985,0.265637431,2.421800959,0.015443807,0.415280593,0,0
VPS39,12.3427163,-0.313555968,0.129504784,-2.42119217,0.015469697,0.415280593,0,0
DGKG,1.608224994,1.278784777,0.52832152,2.42046695,0.015500588,,0,0
FNDC3A,110.0495998,-0.587608284,0.242813264,-2.420000765,0.015520474,0.415280593,0,0
NSUN2,16.69258754,0.382130516,0.157921682,2.419747004,0.015531309,0.415280593,0,0
TIPARP,25.60686358,-0.590366718,0.24397874,-2.419746565,0.015531327,0.415280593,0,0
FAM198B,6.332014473,-0.571869328,0.236578372,-2.417251088,0.015638226,0.41530298,0,0
PCF11,18.4931607,0.315288355,0.13044495,2.417022321,0.015648058,0.41530298,0,0
CCDC88C,17.80446357,0.611401651,0.253055011,2.416081978,0.015688529,0.41530298,0,0
MLF1IP,2.612385089,1.178705577,0.488072115,2.415023398,0.015734199,,0,0
CREBBP,22.27211366,-0.278755778,0.115515115,-2.413154146,0.015815129,0.416322266,0,0
TMEM41A,4.319091845,0.558504222,0.231509953,2.412441521,0.015846079,,0,0
C9ORF86,6.717209492,1.045084458,0.433242466,2.412239197,0.015854876,0.416322266,0,0
DUS1L,10.52610878,0.330259619,0.136952257,2.411494535,0.01588729,0.416322266,0,0
FGFR3,6.691205891,0.93204966,0.38673557,2.410043791,0.015950606,0.416322266,0,0
NOTCH1,7.653670916,0.519065139,0.215709704,2.406313339,0.016114437,0.416322266,0,1
OAS2,7.56029039,-0.472726556,0.196554179,-2.405069984,0.016169369,0.416322266,0,0
MGAT4A,14.93677215,-0.522079112,0.217139411,-2.404349861,0.01620126,0.416322266,0,0
CDK11A,1.391427713,1.697073307,0.70600367,2.403774059,0.016226799,,0,0
TSEN15,13.54165525,-0.347934681,0.144766928,-2.403412752,0.016242842,0.416322266,0,0
HP,9.696939936,1.205812801,0.501712685,2.403393095,0.016243716,0.416322266,0,0
CHRAC1,4.400674593,0.439567091,0.182909422,2.403195454,0.016252498,,0,0
HSD17B7,6.849540397,0.438283212,0.182384178,2.403076937,0.016257767,0.416322266,0,0
TBC1D2B,12.8166382,-0.420158304,0.174913767,-2.402088243,0.016301775,0.416322266,0,0
PIGG,10.3196105,0.289902915,0.120760557,2.400642413,0.016366321,0.416635289,0,0
SPATA7,5.267618413,-0.532603125,0.222145002,-2.397547185,0.016505255,,0,0
FAT3,1.372522383,1.624968598,0.677863773,2.3971905,0.016521332,,0,0
CIR1,13.10029887,-0.396040788,0.165301302,-2.395872165,0.016580872,0.418484226,0,0
SFRP4,7.628689765,-0.793569835,0.331356978,-2.394909077,0.016624487,0.418484226,0,0
PNPLA6,5.726991734,0.409413491,0.171003284,2.394184963,0.016657346,0.418484226,0,0
DAP,39.37078258,0.524726329,0.219244073,2.393343282,0.016695612,0.418484226,0,0
NCEH1,23.80438512,0.658201616,0.275028461,2.393212734,0.016701554,0.418484226,0,0
PRSS12,4.547546347,0.975009368,0.408037741,2.389507808,0.016870965,,0,0
GLIS2,2.21139033,-0.489635604,0.204985783,-2.388632013,0.016911231,,0,0
RAB3B,1.579334628,-2.195974161,0.919389954,-2.388512242,0.016916745,,0,0
PRKCZ,12.74291194,0.615183373,0.25761365,2.388007673,0.016939988,0.42256266,0,0
GYG2,1.009631257,-1.01475513,0.424995679,-2.387683403,0.016954941,,0,0
BMPR2,27.78701943,0.555221872,0.232568405,2.387348667,0.016970388,0.42256266,0,0
ALG1,3.682542289,-0.488737883,0.20483397,-2.386019683,0.017031839,,0,0
DTX3,3.347718513,-0.496265841,0.208175233,-2.383885117,0.017130949,,0,0
MBTPS1,15.42067091,-0.288503292,0.121129406,-2.381777486,0.017229305,0.42762153,0,0
HLA-A,417.7791571,-1.224710173,0.514437926,-2.380676291,0.01728089,0.42762153,0,0
KIAA1586,4.375268315,-0.643079085,0.270138753,-2.380551024,0.017286767,,0,0
TDRD3,19.78355205,-0.543260695,0.228429728,-2.378239907,0.017395504,0.429125004,0,0
NEDD9,119.728218,0.690275409,0.290389342,2.37706868,0.017450839,0.429161364,0,0
VMAC,1.84454698,-0.567339405,0.238712999,-2.37665903,0.017470229,,0,0
NTN1,5.23500839,1.204179733,0.507624485,2.372186074,0.017683183,,0,0
SOAT1,10.46573719,-0.388618921,0.163903852,-2.371017616,0.017739186,0.434466346,0,0
USP54,19.74262511,0.561245358,0.236841846,2.369705218,0.017802273,0.434466346,0,0
TLK2,32.18167866,-0.399637839,0.168782847,-2.367763343,0.017895979,0.434466346,0,0
PILRB,12.19546307,1.102338403,0.465947628,2.365798934,0.017991212,0.434466346,0,0
NFKBIB,3.09686061,0.473111991,0.200158774,2.363683503,0.018094263,,0,0
FBL,17.36048408,0.515963814,0.218335759,2.363166793,0.018119513,0.434466346,0,0
LOC100132832,5.245521502,1.349662298,0.571145953,2.363077759,0.018123866,,0,0
RSRC2,24.3902492,0.346837655,0.146868148,2.361558032,0.018198323,0.434466346,0,0
SIPA1L2,24.67220217,-0.597118598,0.252987131,-2.360272619,0.018261509,0.434466346,0,0
GAPVD1,15.25691237,0.367540655,0.155734846,2.360041214,0.018272905,0.434466346,0,0
FREM2,7.010060086,0.912691633,0.386816947,2.359492365,0.018299957,0.434466346,0,0
SORL1,19.95460717,0.570978288,0.241996711,2.359446478,0.018302221,0.434466346,0,0
FAM3D,0.890586002,2.032168452,0.861353964,2.359272189,0.01831082,,0,0
PRKRIR,7.439987444,0.338816292,0.143621118,2.359098004,0.018319417,0.434466346,0,0
NKAIN2,6.28296231,3.574034433,1.515019307,2.359068572,0.01832087,0.434466346,0,0
PTN,2.533765479,1.05720139,0.448233216,2.358596713,0.018344179,,0,0
CYP2B7P1,46.9085726,1.638090803,0.694914892,2.357253847,0.018410657,0.435300037,0,0
VSIG10L,0.612682143,-1.534649526,0.65167736,-2.354922266,0.018526581,,0,0
TMEM167A,10.3623465,-0.301942681,0.128280099,-2.353776486,0.018583782,0.436186689,0,0
SLC24A6,3.479110121,1.041711592,0.44271591,2.353002385,0.018622515,,0,0
ARPC2,57.54924032,0.335130897,0.142466454,2.352349539,0.018655235,0.436186689,0,0
IFI44L,18.89856576,-0.804465303,0.342118608,-2.351422235,0.018701798,0.436186689,0,0
LINGO1,3.560320449,4.344620957,1.847768868,2.351279444,0.018708977,,0,0
EPAS1,88.60798187,0.720191495,0.306432453,2.350245501,0.018761032,0.436186689,0,0
SAT2,6.991027549,0.332238732,0.141425419,2.349215117,0.018813034,0.436186689,0,0
IQSEC3,0.614660581,1.936926778,0.824591367,2.348953499,0.018826258,,0,0
FADS3,4.245882072,0.440605439,0.187609658,2.348522154,0.018848078,,0,0
RPAIN,6.854777417,0.650281961,0.276901029,2.348427389,0.018852875,0.436186689,0,0
DMBT1,27.88743109,1.006877432,0.428849741,2.34785599,0.01888182,0.436186689,0,0
USP15,58.52278188,-0.420363883,0.179185578,-2.345969398,0.018977666,0.436186689,0,0
TSPAN9,157.9557134,-1.070916991,0.456670511,-2.345053962,0.019024326,0.436186689,0,0
LAMA5,14.65067567,0.523711054,0.223444396,2.343809298,0.019087928,0.436186689,0,1
S100A2,25.06563086,1.372992153,0.585845091,2.343609553,0.019098153,0.436186689,0,0
WIPF2,9.294895419,0.394155722,0.168256998,2.342581453,0.019150853,0.436186689,0,0
CGGBP1,26.18377102,-0.26953039,0.115107574,-2.341552165,0.019203742,0.436186689,0,0
NPC1,16.18658428,0.370255932,0.158209796,2.340284496,0.019269055,0.436186689,0,0
PAICS,11.16434157,0.424958669,0.18168861,2.33893951,0.019338564,0.436186689,0,0
RLIM,16.59579337,-0.458912098,0.196277064,-2.33808316,0.019382935,0.436186689,0,0
BGN,23.42413781,-0.511943913,0.219054887,-2.337057714,0.019436183,0.436186689,0,0
METTL7A,8.5596658,0.446050072,0.190928856,2.336210891,0.019480253,0.436186689,0,0
EPB41L1,17.02898468,0.597746539,0.255878383,2.336057197,0.019488261,0.436186689,0,0
ZC3H7A,18.60443436,-0.386266056,0.165442479,-2.334745342,0.019556728,0.436258628,0,0
RPL32P3,9.003972323,0.648610679,0.277908556,2.333899641,0.019600978,0.436258628,0,0
RPS6KB2,4.953142227,0.43446836,0.18619547,2.333399198,0.019627203,,0,0
CLIP1,23.92078109,0.474079799,0.203491905,2.329723131,0.019820789,0.43992214,0,0
KLHL13,2.916495816,1.991240386,0.855841266,2.326646852,0.019984069,,0,0
SLC17A5,3.86187781,-0.347854974,0.149630656,-2.324757399,0.020084936,,0,0
C10ORF81,4.039243812,1.518216883,0.653243517,2.324120857,0.020119017,,0,0
KHDC1,1.846797707,-1.743038292,0.75007148,-2.323829579,0.02013463,,0,0
UBE2Q2P3,1.869661444,1.367620579,0.588560178,2.323671614,0.020143101,,0,0
TTC13,11.92374136,-0.328724878,0.141531656,-2.322624395,0.020199339,0.446080872,0,0
FAM129B,35.13515019,0.469627387,0.202298088,2.321462311,0.020261906,0.446080872,0,0
FILIP1,9.261255706,1.002199361,0.431775092,2.321114347,0.020280673,0.446080872,0,0
ERBB4,41.03448618,1.606839859,0.692528171,2.320251979,0.02032725,0.446080872,1,0
TM4SF18,0.941131195,-0.759109373,0.32716907,-2.320235754,0.020328127,,0,0
CPSF7,12.05077916,0.287570632,0.123989694,2.31931076,0.020378192,0.446080872,0,0
INPP1,5.142310028,0.562222033,0.242449793,2.318921481,0.020399294,,0,0
SERPINB4,1.963538743,3.460884,1.492703033,2.318534849,0.020420271,,0,0
ETV5,9.219344731,0.609148246,0.262956926,2.31653243,0.020529216,0.447530038,0,0
REXO1,6.363377154,0.408444534,0.176355592,2.316028252,0.020556726,0.447530038,0,0
RMI2,0.682620224,-1.278200944,0.552138884,-2.314998966,0.020612989,,0,0
NXF1,8.258595214,0.296397211,0.128092601,2.313929204,0.020671606,0.448804784,0,0
MYL1,1.684317812,2.417392495,1.045585818,2.311998167,0.020777784,,0,0
XIAP,23.51402306,-0.336626373,0.145756768,-2.309507669,0.020915427,0.451706385,0,1
MLF1,5.372976134,0.57685789,0.249781518,2.309449849,0.020918632,0.451706385,0,0
FADS1,4.410614952,0.501847759,0.217306666,2.309398821,0.02092146,,0,0
ATP6V1C1,12.35036128,-0.41055111,0.177950271,-2.307111456,0.021048607,0.453284606,0,0
FAM171B,2.21518812,-0.821156717,0.355955766,-2.306906629,0.021060026,,0,0
BTBD1,13.66303557,-0.279578181,0.121310394,-2.304651504,0.021186099,0.455015732,0,0
LMNB2,4.624383399,0.518312486,0.225147833,2.30209849,0.021329619,,0,0
ZNF334,1.649299924,-0.761106698,0.330684814,-2.301607654,0.021357308,,0,0
S1PR2,2.615572674,-0.512859443,0.222933902,-2.300500008,0.021419909,,0,0
MEG8,0.689965645,-2.207096765,0.960131687,-2.298743801,0.021519492,,0,0
FAM169A,3.774142243,-1.095738223,0.476750684,-2.298346408,0.021542081,,0,0
SAP30L,3.287750439,0.411712269,0.179157774,2.298042999,0.021559342,,0,0
LOC100130093,0.695381082,1.041232674,0.453278774,2.297113243,0.02161231,,0,0
WNT9A,2.025515408,1.354381842,0.589625704,2.297019674,0.021617647,,0,0
FBXO2,2.175980128,-0.848762188,0.369688109,-2.295887173,0.021682333,,0,0
ATP8B4,6.345570464,-0.650623971,0.2835215,-2.294795886,0.021744825,0.465760113,0,0
TGFB1I1,2.758862639,-0.49794236,0.217028864,-2.294360073,0.021769825,,0,0
ACADM,9.975057314,-0.413626171,0.180540835,-2.291039422,0.021961134,0.469073272,0,0
OSBP2,2.918810276,-0.662462554,0.289329696,-2.28964591,0.022041851,,0,0
RBM15B,2.760973337,0.589285946,0.257523998,2.288275852,0.022121462,,0,0
PTGR1,17.09695608,0.600519244,0.262509069,2.287613326,0.022160049,0.469073272,0,0
SHC1,19.42785572,-0.341925378,0.149477457,-2.287471199,0.022168335,0.469073272,1,1
PDK4,9.656119887,0.794808146,0.34753751,2.286970826,0.022197526,0.469073272,0,0
NOL9,9.073812608,0.54816293,0.239699365,2.286876856,0.022203012,0.469073272,0,0
TDP1,6.242965884,-0.493989022,0.216150773,-2.285390955,0.022289914,0.469073272,0,0
DLEU2,43.81368744,0.317268665,0.138847151,2.285021064,0.022311593,0.469073272,0,0
STL,1.763766412,1.552518505,0.679910268,2.283416765,0.022405831,,0,0
RIOK3,12.97831439,-0.343345203,0.150458905,-2.281986582,0.022490132,0.471582567,0,0
C9ORF68,4.259705884,1.270293261,0.556979324,2.280682976,0.022567213,,0,0
NFKBIA,39.15988136,0.350303178,0.153763016,2.278201793,0.022714558,0.475038306,0,1
